place,insta,mean_rate,mean_num,인기지수
원앤온리,0.3697545397518513,0.44666666666666677,0.693580412217759,0.5033338728787591
퍼시픽리솜더클리프카페&펍,0.0,0.20000000000000018,0.4486215538847118,0.21620718462823732
카페나모나모,0.016994028464590343,0.6799999999999997,0.3477128895297605,0.34823563933145013
울트라마린,0.14736168930093116,0.6900000000000004,0.21000560762637185,0.3491224323091011
드르쿰다in성산,0.07604135267904423,0.6600000000000001,0.1945045261555716,0.31018195961153866
유동커피,0.25091854108791106,0.4666666666666668,0.418546365914787,0.378710524556455
베케,0.12640836177891468,0.41666666666666696,0.09900321580206223,0.21402608141588128
목장카페드르쿰다,0.036427995340084236,0.5633333333333335,0.3359683455213376,0.31190989139825176
오르다,0.17112155699842768,0.13333333333333375,0.08897243107769423,0.13114244046981857
뷰스트,0.0505177231586408,0.41000000000000014,0.1429057804328172,0.2011411678638194
테라로사서귀포점,0.007763810703142184,0.5366666666666666,0.2529411428113663,0.2657905400603917
휴일로,0.06759729203496566,0.5333333333333332,0.15789473684210525,0.25294178740346807
명월국민학교,0.31120823794898533,0.2666666666666666,0.10902255639097744,0.22896582033554314
커피템플,0.08017173255993938,0.6533333333333338,0.09035144939975509,0.27461883843100937
카페서연의집,0.010065255114094614,0.35000000000000053,0.09519231869628408,0.15175252460345975
카페라라라,0.021491010110061996,0.8033333333333337,0.6416898410409586,0.48883806149478476
외도339,0.042896479808389475,0.6200000000000001,0.15849555395337658,0.2737973445872554
아줄레주,0.13679541177524868,0.5233333333333334,0.14747771254620567,0.2692021525515959
꽃이피다앤블라썸,0.000509169117467352,0.7333333333333334,0.06015037593984962,0.26466429279688347
클랭블루,0.061544289566513775,0.6533333333333338,0.24970245247822753,0.3215266917926917
도렐제주본점,0.0029205940577927314,0.3999999999999999,0.16154255501768117,0.18815438302515794
마틸다,0.4796658221248238,0.31333333333333346,0.06874492166489282,0.2872480257076833
인그리드,0.042753912455498616,0.5066666666666668,0.05310364953479589,0.20084140955232044
카페이피엘(휴업중),0.0,0.13333333333333375,0.08521303258145363,0.07284878863826245
제주바솔트,0.011332067878353388,0.5333333333333332,0.05263157894736842,0.1990989933863517
카페더콘테나,0.03204099422398553,0.5233333333333334,0.06540895618040535,0.2069277612459081
블랑로쉐,0.14947575947665562,0.3999999999999999,0.2578850093269704,0.26912025626787534
썬셋클리프,0.02267635581552599,0.5666666666666664,0.1597429647177304,0.24969532906664094
제레미,0.03795142933954655,0.7466666666666661,0.07617216557375173,0.28693008719332147
섬타르,0.07804951567833546,0.7433333333333336,0.16029514425332736,0.3272259977549988
커피파인더,0.03175993287114355,0.7800000000000002,0.10642759867705794,0.30606251051606725
쪼끌락,0.041503393102998797,0.20000000000000018,0.07582598047630491,0.10577645785976797
벙커하우스,0.021348442757171137,0.5766666666666671,0.1181034778727641,0.23870619576553412
구좌상회작업실,0.022827069874296328,0.35000000000000053,0.08682093361257023,0.15321600116228903
커피스케치,0.012427799819143128,0.7200000000000002,0.08357079914397866,0.27199953298770735
마마롱,0.05384972586334715,0.41666666666666696,0.0684073196690356,0.1796412373996832
쉼표,0.4940121711785839,0.0,0.08771929824561403,0.193910489808066
니모메,0.025837277696763312,0.3333333333333335,0.08521303258145363,0.14812788120385015
와토커피,0.0432142013376891,0.6433333333333335,0.0675947860518877,0.25138077357430344
미쿠니,0.023165158168294647,0.7000000000000002,0.09551847655668852,0.2728945449083278
브와두스베이커리카페연동점,0.0,0.8000000000000003,0.21804511278195488,0.3393483709273184
카페한라산,0.10155276214062843,0.436666666666667,0.17096393952918826,0.23639445611216123
마음에온,0.018057173581862172,0.666666666666667,0.06766917293233082,0.25079767106028666
미스틱3도,0.03615508069312173,0.5666666666666664,0.07096222290887035,0.22459465675621948
머문,0.01834638164058363,0.40333333333333377,0.08733591970794566,0.1696718782272877
당당,0.11451417119487735,0.13333333333333375,0.12781954887218044,0.12522235113346383
본카페애월,0.0007657903526708975,0.6000000000000005,0.08771929824561403,0.2294950295327618
허니문하우스,0.07095373485731044,0.5833333333333335,0.24045559103237546,0.29824755307433976
비브레이브혁신도시점,0.002480671940300939,0.6566666666666672,0.06853892722674265,0.24256208861123696
베메로bakemakeroast,0.0,0.7800000000000002,0.5346070656092285,0.43820235520307627
오늘은녹차한잔,0.025825057637944095,0.6200000000000001,0.12175415708220322,0.25585973824004915
모뉴에트,0.03334039381176221,0.6266666666666665,0.09140144882754832,0.25046950310199234
호랑호랑,0.012256718995674099,0.2666666666666666,0.08521303258145363,0.12137880608126478
카페태희,0.024790425991250437,0.6066666666666669,0.09629095569975166,0.24258268278588968
달빛제주,0.018843330699231765,0.7133333333333338,0.02499971389661368,0.2523921259763931
모래비,0.012623320760250592,0.666666666666667,0.21553884711779447,0.2982762781815707
모노클제주,0.022529715109695394,0.516666666666667,0.06665636694475915,0.20195091624037387
카페공작소,0.18309314128832005,0.3900000000000001,0.049052425584509216,0.20738185562427647
청춘부부,0.05976423433184792,0.7533333333333334,0.05709193074009224,0.2900631661350912
아뜰리에안,0.04271317892610123,0.4500000000000002,0.04759902038200524,0.18010406643603552
슬랩,0.0280816951665594,0.8666666666666667,0.19674185463659147,0.3638300721566059
스타벅스제주용담DT점,0.0,0.13333333333333375,0.10401002506265664,0.07911445279866346
빠빠라기신제주점,8.961376467425395e-05,0.6699999999999999,0.046869456746890054,0.23898635683718805
두갓,0.013026582701284735,0.7966666666666669,0.04191128506196999,0.28386817814330717
그러므로파트2,0.00137679329363172,0.5233333333333334,0.0735142651148419,0.19940813058060236
