place,address,Latitude,Longitude,category,k_means_cluster,인기지수
해비치호텔앤드리조트제주,제주특별자치도 서귀포시 표선면 민속해안로 537 1층,33.3234478,126.8447796,호텔,1,0.4927914263335173
코업시티호텔성산,제주특별자치도 서귀포시 성산읍 성산등용로 28,33.4674924,126.9320111,호텔,1,0.2841110075455122
브리즈베이호텔,제주특별자치도 서귀포시 성산읍 성산등용로 42,33.4674924,126.9320111,호텔,1,0.2489501817268647
티라호텔,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 41,33.4493736,126.9207077,호텔,1,0.3042618173382241
제주스테이인성산,제주특별자치도 서귀포시 성산읍 신고로 11,33.4404976,126.9157525,호텔,1,0.1560566997171265
호텔휴안스테이,제주특별자치도 서귀포시 성산읍 성산중앙로37번길 9,33.4636754,126.9323862,호텔,1,0.174743838409674
꼬뜨도르호텔,제주특별자치도 제주시 구좌읍 일주동로 1724,33.5314441,126.8206181,호텔,1,0.2292612131333139
블루마운틴호텔,제주특별자치도 서귀포시 성산읍 일출로 297,33.4637856,126.9343976,호텔,1,0.1146031208818442
휴스테이금호,제주특별자치도 서귀포시 성산읍 성산중앙로 30-11,33.4622514,126.9339204,호텔,1,0.3362071940160925
호텔MCC,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 29,33.4493736,126.9207077,호텔,1,0.1213618375713139
샤이니호텔,제주특별자치도 제주시 구좌읍 송당4길 7,33.470568,126.7843365,호텔,1,0.1157049203621155
엔파제주호텔,제주특별자치도 서귀포시 성산읍 서성일로 726-11,33.4277138,126.8614156,호텔,1,0.2990719541538759
제주필링굿하우스,제주특별자치도 제주시 구좌읍 선유로 36,33.5390443,126.7374219,호텔,1,0.3361823361823361
