place,address,Latitude,Longitude,category,k_means_cluster,인기지수
드르쿰다in성산,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 64,33.4493736,126.9207077,카페,1,0.3101819596115386
목장카페드르쿰다,제주특별자치도 서귀포시 표선면 번영로 2454,33.4091347,126.7701478,카페,1,0.3119098913982517
오르다,제주특별자치도 서귀포시 성산읍 한도로 269-37,33.4657004,126.9360502,카페,1,0.1311424404698185
카페라라라,제주특별자치도 제주시 구좌읍 해맞이해안로 1430 1층,33.5291668,126.8538817,카페,1,0.4888380614947847
아줄레주,제주특별자치도 서귀포시 성산읍 신풍하동로19번길 59 나동,33.3643757,126.8395566,카페,1,0.2692021525515959
도렐제주본점,제주특별자치도 서귀포시 성산읍 동류암로 20 플레이스 Love동 1층,33.4491938,126.9165127,카페,1,0.1881543830251579
블랑로쉐,제주특별자치도 제주시 우도면 우도해안길 783,33.5074342,126.954269,카페,1,0.2691202562678753
쪼끌락,제주특별자치도 제주시 구좌읍 김녕로21길 21,33.5577318,126.7552547,카페,1,0.1057764578597679
구좌상회작업실,제주특별자치도 제주시 조천읍 선교로 198-5,33.4855747,126.6988641,카페,1,0.153216001162289
카페한라산,제주특별자치도 제주시 구좌읍 면수1길 48,33.5247614,126.8629928,카페,1,0.2363944561121612
머문,제주특별자치도 제주시 구좌읍 해맞이해안로 460 2층,33.5291668,126.8538817,카페,1,0.1696718782272877
오늘은녹차한잔,제주특별자치도 서귀포시 표선면 중산간동로 4772,33.3662211,126.7805125,카페,1,0.2558597382400491
모뉴에트,제주특별자치도 제주시 구좌읍 종달동길 23 1층,33.4915561,126.9023175,카페,1,0.2504695031019923
호랑호랑,제주특별자치도 서귀포시 성산읍 일출로 86 C동,33.4542884,126.9242718,카페,1,0.1213788060812647
모래비,제주특별자치도 제주시 구좌읍 해맞이해안로 462 모래비,33.5291668,126.8538817,카페,1,0.2982762781815707
카페공작소,제주특별자치도 제주시 구좌읍 해맞이해안로 1446,33.5291668,126.8538817,카페,1,0.2073818556242764
카페동백,제주특별자치도 제주시 조천읍 동백로 68,33.5087927,126.7127298,카페,1,0.1978420284674266
수마,제주특별자치도 서귀포시 성산읍 일출로 264-6 1층,33.4609256,126.9338721,카페,1,0.2971864727414336
그초록,제주특별자치도 제주시 구좌읍 행원로7길 23-16,33.5564111,126.8064452,카페,1,0.2522810999224876
코코티에,제주특별자치도 서귀포시 표선면 표선당포로 21-3 1층,33.3265092,126.8447188,카페,1,0.1917394196078867
요요무문,제주특별자치도 제주시 구좌읍 해맞이해안로 1102 2층,33.5291668,126.8538817,카페,1,0.2281616427403828
블루보틀제주카페,제주특별자치도 제주시 구좌읍 번영로 2133-30,33.4308303,126.7431198,카페,1,0.2188207681163128
그계절,제주특별자치도 제주시 구좌읍 한동로 119 1동,33.5318164,126.8185803,카페,1,0.191027396419166
망고레이섭지코지점,제주특별자치도 서귀포시 성산읍 신양로 102,33.4364202,126.9206412,카페,1,0.1333508098548922
카페리,제주특별자치도 제주시 구좌읍 평대2길 39,33.5339653,126.8396975,카페,1,0.2932648181076402
스타벅스성산일출봉점,"제주특별자치도 서귀포시 성산읍 일출로 284-5 1,2층",33.46287,126.9355028,카페,1,0.178436557313934
그리울땐제주,제주특별자치도 서귀포시 남원읍 태신해안로 271 1층,33.2969817,126.763215,카페,1,0.0880378642719741
