place,address,Latitude,Longitude,category,k_means_cluster,인기지수
마레보비치호텔,제주특별자치도 제주시 애월읍 곽지1길 23,33.4482177,126.3039055,모텔,0,0.172375559130957
코자호텔,제주특별자치도 서귀포시 대정읍 최남단해안로 44,33.2122848,126.2625612,모텔,0,0.3421069669414778
아루미호텔협재점,제주특별자치도 제주시 한림읍 한림로 545,33.4063694,126.2564471,모텔,0,0.1810288291514671
베누스무인텔,제주특별자치도 제주시 애월읍 유수암평화5길 92,33.424382,126.4051687,모텔,0,0.3303850535429482
스마트무인텔,제주특별자치도 서귀포시 안덕면 중산간서로 1913-58,33.2862497,126.3077305,모텔,0,0.344896331738437
뷰무인텔,제주특별자치도 제주시 애월읍 평화로 2841,33.4099645,126.3988615,모텔,0,0.3388015493278651
꿈의바다,제주특별자치도 제주시 애월읍 신엄9길 65-11,33.4769528,126.3659334,모텔,0,0.2086144666340169
소담여관,제주특별자치도 제주시 한림읍 한림로19길 7,33.4170974,126.2640773,모텔,0,0.1212267058170498
한라모텔,제주특별자치도 제주시 한림읍 한림로3길 10-9,33.4138257,126.260539,모텔,0,0.1835246604047474
휴무인텔,제주특별자치도 제주시 애월읍 평화로 2519,33.4099645,126.3988615,모텔,0,0.3333843794505833
비양도모텔,제주특별자치도 제주시 한림읍 한림해안로 134,33.4147539,126.2612805,모텔,0,0.2212409812409812
남강여관,제주특별자치도 서귀포시 대정읍 최남단해안로 5,33.2200086,126.2524265,모텔,0,0.054754310017468
모슬포2호텔,제주특별자치도 서귀포시 대정읍 최남단해안로30번길 13,33.2178071,126.2521152,모텔,0,0.3707708665603402
대정모텔,제주특별자치도 서귀포시 대정읍 상모인성로 276,33.2471656,126.2775201,모텔,0,0.286873791480412
너랑나랑게스트하우스,제주특별자치도 서귀포시 안덕면 화순해안로 40,33.2428528,126.332101,모텔,0,0.3721711930339469
