place,address,Latitude,Longitude,category,k_means_cluster,인기지수
풀빌라소랑,제주특별자치도 제주시 조천읍 곱은달남길 218,33.5026669,126.6713054,펜션,3,0.3343856275546404
더갤러리펜션,제주특별자치도 제주시 조천읍 남조로 1717-24,33.42215,126.6753634,펜션,3,0.2379719216816703
아침해변펜션,제주특별자치도 제주시 조천읍 조함해안로 76-9,33.5439418,126.6380689,펜션,3,0.2449814169535392
바다위에펜션,제주특별자치도 제주시 애월읍 일주서로 7219-1,33.4894019,126.419076,펜션,3,0.3667494492026104
골든비치펜션,제주특별자치도 제주시 서해안로 486-3,33.5186252,126.49125,펜션,3,0.2275049795061028
뭉클펜션,제주특별자치도 제주시 조천읍 북촌북길 17-1,33.548133,126.6906193,펜션,3,0.3107449806647142
나인스파빌,제주특별자치도 제주시 애월읍 하광로 518,33.4621944,126.4227085,펜션,3,0.08841510164717
제주팜파스펜션,제주특별자치도 제주시 조천읍 교래1길 41-12,33.4361058,126.6739309,펜션,3,0.375925925925926
낭만제주펜션,제주특별자치도 제주시 도두5길 23,33.5047017,126.4723574,펜션,3,0.2857847113351053
함덕서우재,제주특별자치도 제주시 조천읍 평사길 19,33.5437998,126.6739948,펜션,3,0.3802131256685892
북촌플레이스,제주특별자치도 제주시 조천읍 일주동로 1437,33.5393114,126.6638893,펜션,3,0.3285738330880726
스타하우스,제주특별자치도 제주시 애월읍 하광로 540-66,33.4411527,126.4288763,펜션,3,0.143309993491775
쥬디스펜션,제주특별자치도 제주시 현사안길 40,33.4965477,126.4507695,펜션,3,0.311669726724053
제주펜션오다,제주특별자치도 제주시 서해안로 452,33.51774,126.4878545,펜션,3,0.1961884033114013
달빛바다펜션,제주특별자치도 제주시 어영길 64-12,33.5182347,126.4960844,펜션,3,0.2832069554738513
제주삼다호스텔펜션,제주특별자치도 제주시 서해안로 456-6,33.5179776,126.488268,펜션,3,0.0648148148148148
제주올레로,제주특별자치도 제주시 일주서로 7335-1,33.4937504,126.4300165,펜션,3,0.2431985307868967
타워펜션,제주특별자치도 제주시 용두암길 2,33.5145621,126.5109318,펜션,3,0.3487575192461571
서문레지던스,제주특별자치도 제주시 서문로4길 16-8,33.5104636,126.5175467,펜션,3,0.3438212447611636
반하크라펜션,제주특별자치도 제주시 명림로 61,33.4629574,126.6161368,펜션,3,0.2703800718254301
씨에코비치,제주특별자치도 제주시 조천읍 신흥관전길 89-5,33.5481907,126.6472622,펜션,3,0.1550809268994375
초록마을펜션,제주특별자치도 제주시 조천읍 와흘로 372,33.4731044,126.6449005,펜션,3,0.2945529371335362
선양빌리지돔,제주특별자치도 제주시 조천읍 와흘로 350,33.4745476,126.6437279,펜션,3,0.1687038772716554
다몰펜션,제주특별자치도 제주시 조천읍 함덕27길 32-8,33.5420322,126.6726878,펜션,3,0.2526213872884866
여누스테이,제주특별자치도 제주시 조천읍 남조로 1842 1~3층,33.4845921,126.6554822,펜션,3,0.3616890990274736
제주무지개하우스,제주특별자치도 제주시 조천읍 평사길 8-6,33.5432186,126.6731025,펜션,3,0.1395604155574669
오션베스트빌,제주특별자치도 제주시 조천읍 조함해안로 221,33.5530886,126.6447555,펜션,3,0.1382053959935957
제주삼양2022펜션,제주특별자치도 제주시 설촌로 13,33.5221806,126.5816862,펜션,3,0.1388888888888889
해미안,제주특별자치도 제주시 일주서로 7353,33.4938008,126.4322214,펜션,3,0.1735110431434406
추자도에코하우스펜션,제주특별자치도 제주시 추자면 추자로 657,33.9530197,126.3158619,펜션,3,0.4537421759700089
리조트산수휴,제주특별자치도 제주시 1100로 3049,33.4561511,126.48637,펜션,3,0.3488544119017356
하늘타리펜션,제주특별자치도 제주시 연대마을길 59,33.4938535,126.4245732,펜션,3,0.274868997659323
바위섬펜션,제주특별자치도 제주시 용담로7길 24,33.5145611,126.5106982,펜션,3,0.3367111873248645
바다야펜션,제주특별자치도 제주시 조천읍 조함해안로 478,33.5440366,126.6537771,펜션,3,0.2407875328000759
길라임펜션,제주특별자치도 제주시 도두봉6길 27,33.5082095,126.4723209,펜션,3,0.1769557072163585
마니주펜션,제주특별자치도 제주시 서해안로 248,33.5089545,126.4722988,펜션,3,0.2135392368647827
쉼표펜션,"제주특별자치도 제주시 서해안로 504 2,3층",33.5194453,126.493001,펜션,3,0.050704576810414
제주스테이대흘,제주특별자치도 제주시 조천읍 곱은달서길 60-24,33.5053556,126.6644401,펜션,3,0.3340386582155921
까사델마마223,제주특별자치도 제주시 조천읍 신촌서5길 99-1,33.5354905,126.6151871,펜션,3,0.231580059323401
소곤닥하우스,제주특별자치도 제주시 조천읍 신북로 497,33.5428478,126.6633545,펜션,3,0.3163210393269901
몽돌리조트,제주특별자치도 제주시 주르레길 23,33.4996213,126.5311884,펜션,3,0.334356993884648
제주와요펜션,제주특별자치도 제주시 조천읍 조천남4길 4,33.5329839,126.6386315,펜션,3,0.2964076258344595
낙원비치하우스,제주특별자치도 제주시 한북로 157-1,33.4636568,126.5332292,펜션,3,0.2023359612028568
제주펜션매듭,제주특별자치도 제주시 서해안로 502 1층,33.5194025,126.4927413,펜션,3,0.2942237648632783
절물길펜션,제주특별자치도 제주시 명림로 10-1,33.4629574,126.6161368,펜션,3,0.1539469983385215
제주스카이라인휴양펜션,제주특별자치도 제주시 주르레남길 19,33.4493335,126.4805239,펜션,3,0.3079116923636042
제주올레프로방스,제주특별자치도 제주시 애월읍 광령평화2길 170-13,33.4312844,126.4308885,펜션,3,0.3481758684720899
쌩텀펜션,제주특별자치도 제주시 애월읍 광령평화2길 116-31,33.4346171,126.4329974,펜션,3,0.343731583247476
섬타임즈제주펜션,제주특별자치도 제주시 연대마을길 66-1,33.4932872,126.4232868,펜션,3,0.1345049896929735
스테이달꿈오션뷰펜션,제주특별자치도 제주시 서해안로 468-4,33.518535,126.489466,펜션,3,0.3007176693833532
보메와산독채펜션,제주특별자치도 제주시 조천읍 미래로 53,33.4636331,126.6780733,펜션,3,0.3529579295081214
바다드림펜션,제주특별자치도 제주시 어영길 18-9,33.5164423,126.4953058,펜션,3,0.2905243747011284
스토리하우스,제주특별자치도 제주시 도리중길 37,33.5019633,126.4632175,펜션,3,0.3462151305011333
이호MH호텔,제주특별자치도 제주시 현사길 33 1~4층,33.4969752,126.4487625,펜션,3,0.3438256815606613
화랑펜션,제주특별자치도 제주시 해안마을7다길 100-30,33.5028014,126.5042189,펜션,3,0.3351351178052854
용두암캐빈,제주특별자치도 제주시 어영길 32,33.518009,126.4964745,펜션,3,0.3425925925925925
가까이에파도소리펜션,제주특별자치도 제주시 연대마을길 44,33.4948563,126.424951,펜션,3,0.1500805516049771
반디앤로제이,제주특별자치도 제주시 조천읍 조함해안로 142-40,33.5477266,126.6407724,펜션,3,0.3583742936702077
제주하늘키즈펜션,제주특별자치도 제주시 계명2길 17,33.488848,126.4239668,펜션,3,0.3548751307789886
제주도유,제주특별자치도 제주시 조천읍 신촌10길 40,33.5325288,126.6261615,펜션,3,0.0631649423610645
안녕바다야,제주특별자치도 제주시 애월읍 하귀12길 39,33.4871453,126.4093484,펜션,3,0.1250162362709106
물고기펜션,제주특별자치도 제주시 조천읍 조함해안로 48-1,33.5412634,126.6371882,펜션,3,0.1961178328247808
노벨리조트,제주특별자치도 제주시 서해안로 122,33.5023858,126.4623921,펜션,3,0.3004227546104308
