place,address,Latitude,Longitude,category,k_means_cluster,인기지수
한화리조트제주,제주특별자치도 제주시 명림로 575-107,33.4484669,126.6380972,리조트,3,0.372131188691189
소노벨제주신관,제주특별자치도 제주시 조천읍 신북로 577,33.5412863,126.6714847,리조트,3,0.0040160642570281
그림리조트,제주특별자치도 제주시 서해안로 620-1,33.516304,126.5036099,리조트,3,0.2031336308972998
라헨느리조트,제주특별자치도 제주시 명림로 374,33.454163,126.6144026,리조트,3,0.1148557161659894
로긴리조트,제주특별자치도 제주시 서해안로 442-11,33.5173051,126.4876813,리조트,3,0.2139246744163111
제주애월리조트,제주특별자치도 제주시 애월읍 광령평화2길 116-20,33.4346171,126.4329974,리조트,3,0.1195988298787255
스완지리조트,제주특별자치도 제주시 서해안로 84,33.5110314,126.4802212,리조트,3,0.2269143372879751
썬비치리조트,제주특별자치도 제주시 서해안로 114,33.5110314,126.4802212,리조트,3,0.3341232274981026
조이빌리조트,제주특별자치도 제주시 조천읍 와산남길 41,33.4835688,126.6769103,리조트,3,0.3418818481592485
인피니티리조트,제주특별자치도 제주시 조천읍 조함해안로 376-9,33.5440366,126.6537771,리조트,3,0.335608535257504
함덕리조텔,제주특별자치도 제주시 조천읍 조함해안로 514,33.5424913,126.667586,리조트,3,0.3333333333333333
