place,address,Latitude,Longitude,category,k_means_cluster,인기지수
미르빌펜션&리조트,제주특별자치도 서귀포시 안덕면 사계로114번길 87,33.2460023,126.3060521,펜션,0,0.1611111111111111
에코그린리조트,제주특별자치도 제주시 한림읍 귀덕6길 94,33.4307735,126.2899617,펜션,0,0.3194088863613191
통나무파크,제주특별자치도 제주시 애월읍 도치돌길 293,33.4102422,126.3660337,펜션,0,0.4463164782059954
제이라움,제주특별자치도 서귀포시 대정읍 노을해안로 420,33.2568116,126.1997011,펜션,0,0.3029464600316784
드라마2015풀빌라,제주특별자치도 제주시 애월읍 금성5길 42-15 3층,33.4478775,126.3012418,펜션,0,0.2741702547398368
제주에코스위츠,제주특별자치도 서귀포시 중문상로 207-13,33.2696393,126.4289254,펜션,0,0.3942613894540069
큐티파이호텔,제주특별자치도 제주시 애월읍 애월해안로 610,33.4778706,126.3688144,펜션,0,0.183945099760068
부티크스테이스놉,제주특별자치도 서귀포시 예래해안로 17,33.2432264,126.3876102,펜션,0,0.2665372488923149
홍스랜드,제주특별자치도 제주시 애월읍 어음13길 25-45,33.3981204,126.352168,펜션,0,0.3544166696055204
코코스펜션,제주특별자치도 제주시 한림읍 협재2길 26,33.3925125,126.24256,펜션,0,0.318688361605342
제주담스파빌,제주특별자치도 제주시 한림읍 한림로 162,33.3989324,126.2421759,펜션,0,0.2896399693643564
해담은스파빌,제주특별자치도 서귀포시 안덕면 사계북로 157-15,33.2394018,126.3039897,펜션,0,0.2780051164962918
조유암펜션,제주특별자치도 서귀포시 안덕면 난드르로21번길 25,33.2338299,126.3669024,펜션,0,0.3291699107217202
디오션힐,제주특별자치도 서귀포시 안덕면 사계북로 208,33.2355381,126.2966466,펜션,0,0.2139711753442049
뷰티플하우스,제주특별자치도 서귀포시 이어도로253번길 2,33.2437471,126.4467566,펜션,0,0.3577702379789465
나디아펜션,제주특별자치도 제주시 애월읍 애원로 74,33.4431304,126.3385993,펜션,0,0.1838039182477229
W오션펜션,제주특별자치도 서귀포시 대포로 32-4,33.2464178,126.4308947,펜션,0,0.2799753586981748
제주솔한옥펜션,제주특별자치도 제주시 애월읍 천덕로 399-92,33.4235532,126.341484,펜션,0,0.3501505401507095
마녀의언덕,제주특별자치도 서귀포시 예래해안로 203-1,33.2432264,126.3876102,펜션,0,0.1181391353753317
브라운캐빈,제주특별자치도 제주시 애월읍 소길남길 190-40,33.4169117,126.3756972,펜션,0,0.3331310927048884
애월바다향기펜션,제주특별자치도 제주시 애월읍 일주서로 6847,33.466277,126.3511114,펜션,0,0.3204069569016122
보우힐리조트&펜션,제주특별자치도 서귀포시 대포연대로 50,33.2412852,126.4299298,펜션,0,0.3936085514190934
감귤향기힐링파크,제주특별자치도 제주시 한경면 두조로 307,33.3430426,126.2096635,펜션,0,0.2857010364957088
펜션연리,제주특별자치도 서귀포시 논짓물로48번길 3,33.2404109,126.3863939,펜션,0,0.3163445629919107
제이앤클로이,제주특별자치도 서귀포시 대정읍 무릉중앙로 203,33.2694453,126.1994878,펜션,0,0.3393032841362
중문통나무펜션&리조트,제주특별자치도 서귀포시 중산간서로594번길 7-8,33.2633327,126.4510473,펜션,0,0.3518518518518518
푸르다오션펜션,제주특별자치도 제주시 한림읍 월령3길 39-5,33.379157,126.2168274,펜션,0,0.3283870977799312
한담풍경하우스,제주특별자치도 제주시 애월읍 애월로 6,33.4630969,126.3173357,펜션,0,0.3800872879405347
로그밸리펜션,제주특별자치도 제주시 애월읍 소길남길 190-19,33.4169117,126.3756972,펜션,0,0.328453064989457
쉬멍놀멍,제주특별자치도 제주시 한림읍 협재2길 30,33.3925015,126.2428009,펜션,0,0.4113624098172674
이루다펜션,제주특별자치도 서귀포시 대정읍 평화로 225,33.2611736,126.2910361,펜션,0,0.3725017439860643
오션하우스,제주특별자치도 서귀포시 안덕면 사계남로216번길 42,33.2347618,126.3100431,펜션,0,0.2238254625789857
고내1101,제주특별자치도 제주시 애월읍 애월해안로 246,33.4782235,126.3665625,펜션,0,0.3534674413755572
월령코지펜션,제주특별자치도 제주시 한림읍 월령3길 39-22,33.380458,126.2155168,펜션,0,0.2950508934338324
올레하우스펜션본관,제주특별자치도 서귀포시 안덕면 사계북로41번길 188-14,33.2450192,126.2983614,펜션,0,0.1574074074074074
