place,address,Latitude,Longitude
쉬어갓,제주특별자치도 서귀포시 성산읍 일주동로 5023 1층,33.3861559,126.8824321
노론존,제주특별자치도 제주시 도령로 50 2층,33.4884319,126.4841582
카페어떤오후,제주특별자치도 제주시 애월읍 상가북6길 13 1층,33.4511382,126.3458599
카페폴린,제주특별자치도 서귀포시 칠십리로 194 1층,33.2458603,126.5913123
리듬앤브루스,제주특별자치도 제주시 무근성7길 11,33.5138019,126.5198694
소라의성,제주특별자치도 서귀포시 칠십리로214번길 17-17,33.2451858,126.5770041
헤이브라더,제주특별자치도 서귀포시 안덕면 형제해안로 72,33.2272202,126.3028716
스타벅스 제주서해안로DT점,제주특별자치도 제주시 서해안로 624,33.5167857,126.5035553
카페아오오,"제주특별자치도 서귀포시 성산읍 환해장성로 75 1,2층",33.4121987,126.9047711
리틀포레스트,제주특별자치도 서귀포시 월평로 15,33.2448621,126.4592692
카페코지,제주특별자치도 서귀포시 성산읍 한도로 200 2층,33.467855,126.9239401
트라이브,제주특별자치도 제주시 애월읍 애월로 11,33.4600513,126.3113009
롱리브,제주특별자치도 제주시 아란3길 13-3 아라지엘지 1층 102호,33.4730594,126.7833092
카페미와,제주특별자치도 제주시 구좌읍 구좌로 51-1 2층,33.5231921,126.8571638
다린,제주특별자치도 서귀포시 법환로 11,33.239117,126.5096143
도바나,제주특별자치도 서귀포시 남원읍 태위로 177,33.2755242,126.6665596
도을,제주특별자치도 제주시 조천읍 와흘리 125,33.4735321,126.6571882
60빈스,제주특별자치도 서귀포시 태평로120번길 29-2,33.2415408,126.5367032
꼬스뗀뇨,제주특별자치도 제주시 구좌읍 해맞이해안로 2080,33.5291668,126.8538817
오라디오라,제주특별자치도 서귀포시 안덕면 사계로114번길 54-102 2층,33.2424536,126.3049147
트로피컬하이드어웨이 브런치카페,제주특별자치도 서귀포시 대정읍 형제해안로 284,33.210157,126.2914269
스테이솔티,제주특별자치도 제주시 구좌읍 해맞이해안로 480-1,33.5291668,126.8538817
아라파파 북촌점,제주특별자치도 제주시 조천읍 북촌15길 60,33.5512758,126.6966665
차귀놀,제주특별자치도 제주시 한경면 한경해안로 136 1층,33.3328723,126.1697983
스타벅스 서귀포올레점,제주특별자치도 서귀포시 중정로 69 동명백화점,33.2483213,126.56384
코데인커피로스터스,제주특별자치도 서귀포시 안덕면 사계북로 76,33.2355381,126.2966466
카페빠네띠에,제주특별자치도 제주시 신설로9길 25,33.4943566,126.546782
단정한까페,제주특별자치도 제주시 서광로28길 54 2층,33.4967947,126.5292529
우연히그곳,제주특별자치도 제주시 구좌읍 중산간동로 2250 1층,33.4717055,126.7829178
제주901,제주특별자치도 제주시 1100로 2977-10,33.4525954,126.4861329
비양놀,제주특별자치도 제주시 한림읍 한림해안로 311,33.4257892,126.2673117
엘리사,제주특별자치도 제주시 애월읍 가문동상2길 28 1층,33.4853633,126.3906957
카페루핀,제주특별자치도 서귀포시 대정읍 형제해안로 272 1층,33.210157,126.2914269
스타벅스 제주에듀시티점,제주특별자치도 서귀포시 대정읍 에듀시티로 36,33.279349,126.2763069
간이옥돔역 (휴업중),제주특별자치도 서귀포시 남원읍 남태해안로 484,33.2852399,126.7497344
디뷰,제주특별자치도 제주시 노형7길 9-16,33.4869795,126.4837154
수카사,제주특별자치도 제주시 구좌읍 행원로9길 11,33.5540841,126.8082228
꽃향유,제주특별자치도 제주시 애월읍 고하상로 101,33.4466947,126.3539724
미미슈,제주특별자치도 제주시 애월읍 중산간서로 5534,33.4408533,126.3302239
하늘꽃카페,제주특별자치도 서귀포시 대정읍 송악관광로 317,33.2164826,126.2768451
유스커피,제주특별자치도 제주시 구산로 54,33.48433,126.5407264
거인의정원,제주특별자치도 제주시 대원길 58,33.4718426,126.5353245
제이아일랜드카페,제주특별자치도 서귀포시 성산읍 환해장성로 69 1층,33.4121987,126.9047711
이공팔오,제주특별자치도 제주시 조천읍 선교로 185 (선흘리 2085번지),33.4727191,126.7061921
올디벗구디,제주특별자치도 서귀포시 일주서로 330,33.2529537,126.4735857
카페갤러리,제주특별자치도 제주시 조천읍 남조로 1717-24,33.42215,126.6753634
피플카페,제주특별자치도 제주시 조천읍 신촌북3길 58,33.5379267,126.6138836
카페원웨이,제주특별자치도 제주시 한경면 일주서로 4459-4,33.3414039,126.1898997
걸어가는늑대들 전이수갤러리,제주특별자치도 제주시 조천읍 조함해안로 556,33.5426397,126.6724147
하우스레서피 당근케이크,제주특별자치도 제주시 한림읍 일주서로 5892,33.4437646,126.2955203
애월후식,제주특별자치도 제주시 애월읍 납읍로 21 1층,33.4389732,126.3302631
레이지박스,제주특별자치도 서귀포시 안덕면 산방로 208,33.2364205,126.3129475
효은양갱,제주특별자치도 서귀포시 안덕면 덕수회관로 14,33.2529814,126.3150833
리유니온,제주특별자치도 제주시 신성로13길 32 1층 주차장 왼편,33.4975004,126.5304472
귤당리,"제주특별자치도 제주시 한경면 일주서로 4492 1,2층",33.3414039,126.1898997
너는파라다이스길리,제주특별자치도 제주시 구좌읍 월정1길 65,33.5566513,126.7937413
그루브,제주특별자치도 제주시 한림읍 한림로 333 1~3층,33.3937225,126.240025
몽그레 월정리점,제주특별자치도 제주시 구좌읍 해맞이해안로 400,33.5291668,126.8538817
감저,제주특별자치도 서귀포시 대정읍 대한로 22,33.2296929,126.2452997
메이비,제주특별자치도 서귀포시 이중섭로 34,33.2449997,126.5643448
카페 제주동네,제주특별자치도 제주시 구좌읍 종달로5길 23,33.4931436,126.8989816
헬로남생이,제주특별자치도 제주시 조천읍 원당북로 197-20 1층,33.5322844,126.6111251
탐앤탐스 신제주점,제주특별자치도 제주시 신광로 52 1층,33.4874051,126.4896979
밀팟제주,제주특별자치도 제주시 원남6길 58 1층,33.4854856,126.5298145
브릭스제주,제주특별자치도 제주시 구좌읍 김녕로2길 6 1층,33.5546239,126.7430191
카페소금,제주특별자치도 제주시 애월읍 구엄길 96,33.4825056,126.3761037
카페갤럭시아,제주특별자치도 서귀포시 안덕면 사계남로216번길 29 카페갤럭시아,33.2335238,126.3105441
제주 함덕 카페 라라떼커피,제주특별자치도 제주시 조천읍 신북로 494 1층,33.5427858,126.6627084
꼬라지오,제주특별자치도 서귀포시 일주동로 8777,33.255487,126.5686054
인터포레스트,"제주특별자치도 제주시 구좌읍 비자림로 1655 인터포레스트빌딩 1,2층",33.4572435,126.7724776
미리로,제주특별자치도 제주시 테우해안로 136 2층,33.4976154,126.4484832
컴컴제주,"제주특별자치도 제주시 한림읍 한림로 470 1,2층",33.3989324,126.2421759
네꼬야티하우스,제주특별자치도 제주시 애월읍 하귀9길 15 1층,33.4826863,126.415916
스타벅스 신제주이마트점,제주특별자치도 제주시 1100로 3348 이마트신제주점 1층,33.4849039,126.4805169
카페파람,제주특별자치도 제주시 한경면 한경해안로 470,33.3417993,126.1713215
