place,address,Latitude,Longitude
민경이네어등포해녀촌,제주특별자치도 제주시 구좌읍 해맞이해안로 830 1층,33.5291668,126.8538817
탐라우돈정육식당,제주특별자치도 제주시 다랑곶2길 52 1층,33.4908253,126.4759744
중문흑돼지천국,제주특별자치도 서귀포시 천제연로 107 중문흑돼지천국,33.254877,126.417186
솔동산고기국수,제주특별자치도 서귀포시 부두로 23,33.2430043,126.5653506
김지순의낭푼밥상,제주특별자치도 제주시 연동6길 28,33.483483,126.4890064
금박돈,제주특별자치도 서귀포시 성산읍 일출로 261 1층,33.4613726,126.9335321
뚱보아저씨,제주특별자치도 제주시 한경면 중산간서로 3651,33.3306389,126.2554594
도두반점 제주사수본점,제주특별자치도 제주시 서해안로 317 2층,33.5095328,126.4792906
형돈,제주특별자치도 제주시 구남로 22 1층,33.4893377,126.5329674
연미정,제주특별자치도 제주시 구좌읍 세평항로 14,33.5261548,126.8546643
제주김만복 성산점,제주특별자치도 서귀포시 성산읍 성산등용로17번길 55 성산리치유클래시아 상가 1층 108호,33.4607468,126.9297175
덕승식당,제주특별자치도 서귀포시 대정읍 하모항구로 66,33.2192451,126.2513444
백리향,제주특별자치도 제주시 조천읍 신북로 244,33.5370188,126.6385048
한라전복(본점),제주특별자치도 서귀포시 대정읍 대한로 33 1층,33.2406592,126.2451919
제갈양,제주특별자치도 제주시 한림읍 한림로 155,33.3989324,126.2421759
연북로해물탕,제주특별자치도 제주시 연북로 221,33.4858923,126.518754
짱구분식,제주특별자치도 서귀포시 중동로48번길 3,33.2501459,126.5672963
만선식당,제주특별자치도 서귀포시 대정읍 하모항구로 44,33.2178539,126.2499284
인디언키친,제주특별자치도 제주시 애월읍 애원로 191,33.4431304,126.3385993
산방산초가집,제주특별자치도 서귀포시 안덕면 화순해안로 189,33.2455947,126.3387238
문개항아리 애월점,제주특별자치도 제주시 애월읍 가문동길 38,33.4857824,126.3925353
숙성도 중문점,"제주특별자치도 서귀포시 일주서로 966 1,2층",33.2584326,126.4353135
해심가든,제주특별자치도 서귀포시 천제연로 203-4,33.2519011,126.4266075
모이세해장국 본점,제주특별자치도 제주시 연북로 221,33.4858923,126.518754
곤밥2,제주특별자치도 제주시 서부두남길 8,33.5149292,126.5277707
임금님밥상,제주특별자치도 제주시 오광로 128 1층,33.4849476,126.4609875
춘미향식당,제주특별자치도 서귀포시 안덕면 산방로 378,33.231437,126.2965741
제주고집,제주특별자치도 제주시 서해안로 368-10,33.5108295,126.4852691
제주올래국수,제주특별자치도 제주시 월성로 39,33.5008987,126.506051
스시도모다찌 제주점,제주특별자치도 제주시 광양8길 1 2층,33.4999781,126.5292507
옥돔식당,제주특별자치도 서귀포시 대정읍 신영로36번길 62,33.2199418,126.2490877
돈향기,제주특별자치도 제주시 관덕로15길 30,33.5158029,126.5270908
제주곰집,제주특별자치도 서귀포시 이어도로 703-4,33.240469,126.493008
칠돈가 표선직영점,제주특별자치도 서귀포시 표선면 표선당포로 13-1,33.3258601,126.8441421
순풍해장국 함덕본점,제주특별자치도 제주시 조천읍 신북로 604 1층,33.5386704,126.6458435
옹포바다횟집,제주특별자치도 제주시 한림읍 옹포1길 24,33.4038406,126.2517757
범일분식,제주특별자치도 서귀포시 남원읍 태위로 658,33.2784057,126.7170064
제주곱,제주특별자치도 제주시 신대로16길 42 1층,33.4870195,126.4923138
커큐민흑돼지,제주특별자치도 서귀포시 성산읍 일출로 84,33.4542884,126.9242718
글라글라하와이,제주특별자치도 서귀포시 대정읍 하모항구로 70,33.2194985,126.2515431
짬뽕에취한날,제주특별자치도 제주시 귀아랑2길 4,33.491147,126.4978956
이스트포레스트,제주특별자치도 제주시 구좌읍 종달로1길 26-1 1층,33.4958799,126.8988279
더스푼,제주특별자치도 제주시 구남동1길 45 1층,33.4916487,126.5389939
김녕오라이,제주특별자치도 제주시 구좌읍 김녕로21길 21,33.5577318,126.7552547
흑돼지패밀리,제주특별자치도 서귀포시 남원읍 중산간동로 6924,33.2882567,126.6510896
센트로,제주특별자치도 서귀포시 태평로 449 1층,33.2466881,126.56768
제주해물밥,제주특별자치도 제주시 월대3길 14-6,33.4946999,126.4340183
성산 갈치조림 순덕이네,제주특별자치도 서귀포시 성산읍 온평서로 48,33.4098171,126.8970456
섭지코지해녀밥상,제주특별자치도 서귀포시 성산읍 신양로122번길 60-6,33.4357261,126.9175484
강식당,제주특별자치도 제주시 한림읍 협재1길 30 1층,33.397854,126.2435702
뚱딴지,제주특별자치도 제주시 애월읍 부룡수길 17,33.4746872,126.3550977
알동네집,제주특별자치도 제주시 한경면 연명로 543,33.3001516,126.2511949
중문색달통갈치,제주특별자치도 서귀포시 일주서로 993,33.2584326,126.4353135
윤옥,제주특별자치도 제주시 구남동2길 19-4 혁진빌 1층,33.4894052,126.5360124
돈고팡 본점,제주특별자치도 제주시 서해안로 248 1층,33.5089545,126.4722988
돈카츠서황,제주특별자치도 제주시 애월읍 장소로 205-2 1층,33.4348196,126.3800658
삼성혈해물탕 1호점,제주특별자치도 제주시 도두항서7길 23 1층,33.5038785,126.4654199
한라전복 성산본점,제주특별자치도 서귀포시 성산읍 해맞이해안로 2732,33.4709507,126.9170084
화성식당,제주특별자치도 제주시 일주동로 383,33.521372,126.5860472
해월정 서귀포점,제주특별자치도 서귀포시 대정읍 형제해안로 262,33.210157,126.2914269
하하호호 우도본점,제주특별자치도 제주시 우도면 우도해안길 532,33.5208272,126.948574
어조횟집,제주특별자치도 서귀포시 성산읍 일출로 233,33.460409,126.9308418
올레마당,제주특별자치도 서귀포시 안덕면 사계남로 224,33.2331477,126.3088244
서광보말칼국수,제주특별자치도 서귀포시 안덕면 중산간서로 1882,33.2862497,126.3077305
두툼한고기돈돼지,제주특별자치도 제주시 조천읍 함덕19길 3 1층,33.5410492,126.6698885
올레삼다정,제주특별자치도 서귀포시 태평로537번길 48,33.2530797,126.569959
중문그때그집,제주특별자치도 서귀포시 상예로 181-28,33.2628964,126.3899545
어박사 한림본점,제주특별자치도 제주시 한림읍 한림로 564 1층,33.4076458,126.2581716
임순이네,제주특별자치도 제주시 애월읍 곽지1길 26-7,33.4488627,126.3042586
칠돈가 제주공항직영점,제주특별자치도 제주시 신대로 144 1층,33.4844492,126.4959551
천리식당천리민박,제주특별자치도 제주시 구좌읍 송당6길 30,33.4686317,126.7846454
꽃가람,제주특별자치도 서귀포시 성산읍 고성동서로 73,33.4509234,126.9150116
요기소바 본점,제주특별자치도 제주시 원노형6길 3-4 1층,33.4853506,126.483364
용담밭담,제주특별자치도 제주시 서천길 16 1층,33.501532,126.5106976
제주오누이,"제주특별자치도 제주시 구좌읍 해맞이해안로 972 1,2층",33.5291668,126.8538817
성산흑돼지두루치기,제주특별자치도 서귀포시 성산읍 한도로 255,33.4661549,126.9348021
삼다도횟집 본점,제주특별자치도 제주시 서해안로 572,33.5190034,126.4993699
귤품은흑돼지 제주공항점,제주특별자치도 제주시 도두항서길 42 2층,33.5063348,126.4640001
원조마라도짜장면집,제주특별자치도 서귀포시 대정읍 마라로101번길 48,33.1185831,126.2669135
돈사돈 월정점,제주특별자치도 제주시 구좌읍 한동북1길 29-3 1층,33.5411284,126.8280985
동복뚝배기,제주특별자치도 제주시 구좌읍 동복로 30-2 1층,33.5532201,126.7123162
오전열한시,제주특별자치도 서귀포시 상예로 248,33.2667236,126.3944186
회춘,제주특별자치도 제주시 조천읍 신북로 489 1층,33.5431462,126.6625984
종달수다뜰,제주특별자치도 제주시 구좌읍 용눈이오름로 8,33.4918686,126.893156
애월연어,제주특별자치도 제주시 애월읍 하소로 660,33.4256269,126.3957718
교래흑돼지 본점,제주특별자치도 제주시 조천읍 교래4길 73,33.4236987,126.6750861
바로족발보쌈,제주특별자치도 제주시 진군1길 25,33.4788623,126.4794115
도민상회,제주특별자치도 제주시 한림읍 한림로3길 8,33.4132616,126.260303
뜰에,제주특별자치도 제주시 애월읍 애월로11길 23-1,33.4663286,126.3205148
제일수산횟집,제주특별자치도 서귀포시 중앙로79번길 8,33.2514372,126.5604451
삼대전통고기국수,제주특별자치도 제주시 신대로5길 17,33.4929576,126.4986605
대춘해장국 노형점,제주특별자치도 제주시 원노형로 11 1층,33.4876006,126.4845223
장모식탁,제주특별자치도 제주시 연신로 51 1층,33.4967502,126.5470327
수영밥상 본점,제주특별자치도 제주시 우령안1길 29-1 1층,33.4862168,126.4297167
탐라가든,제주특별자치도 제주시 서사로 51,33.5078115,126.5203642
달이뜨는식탁,제주특별자치도 제주시 구좌읍 월정1길 14,33.5562274,126.793166
맨도롱 해장국,제주특별자치도 서귀포시 태평로353번길 11,33.2470831,126.5601903
섬소나이,제주특별자치도 제주시 우도면 우도해안길 814,33.5074342,126.954269
제주선채향,제주특별자치도 서귀포시 안덕면 사계남로84번길 6,33.2263368,126.2990704
흑돼지제주정,제주특별자치도 서귀포시 표선면 민속해안로 577,33.3248304,126.8439441
참맛나김밥,제주특별자치도 제주시 한라대학로 31 1층,33.4772209,126.476779
그리운바다 성산포,제주특별자치도 서귀포시 성산읍 성산등용로 94,33.4697602,126.9300546
담다,제주특별자치도 제주시 한림읍 협재4길 8 1층,33.3939189,126.2417404
희야국수,제주특별자치도 제주시 다호5길 11 1층,33.5027912,126.4892074
까망돼지 서귀포점,제주특별자치도 서귀포시 일주동로 8524,33.2551463,126.5775949
중문신라원,제주특별자치도 서귀포시 법환하로28번길 6,33.2343546,126.5123622
스시도모다찌 칠성점,제주특별자치도 제주시 관덕로13길 3 1층,33.5134667,126.5258614
오멍가멍흑돼지 본점,제주특별자치도 제주시 서해안로 272 1층,33.5092575,126.4747946
흑본오겹 함덕점,제주특별자치도 제주시 조천읍 신북로 454,33.5386704,126.6458435
