,place,address,Latitude,Longitude,k_means_cluster
910,에메랄드호텔에이스,제주특별자치도 제주시 오복5길 4,33.4974151,126.5366502,3
911,골든파크호텔,제주특별자치도 제주시 서광로2길 9,33.4992347,126.5130474,3
912,헤라무인텔,제주특별자치도 제주시 애월읍 평화로 2820-67,33.4566025,126.4445171,3
913,제주올레호텔,제주특별자치도 제주시 삼무로5길 8,33.4902565,126.492014,3
914,성산호텔,제주특별자치도 서귀포시 성산읍 성산등용로 8,33.4647524,126.9336962,1
915,이채호텔,제주특별자치도 제주시 은남1길 3,33.4889958,126.495431,3
916,스마트무인텔,제주특별자치도 서귀포시 안덕면 중산간서로 1913-58,33.2862497,126.3077305,0
917,모나코모텔,제주특별자치도 제주시 제원1길 1,33.4891942,126.4892128,3
918,제주스위트호텔,제주특별자치도 제주시 삼무로3길 9,33.4901961,126.494939,3
919,오케이모텔,제주특별자치도 제주시 서광로2길 25,33.4984832,126.513453,3
920,뷰무인텔,제주특별자치도 제주시 애월읍 평화로 2841,33.4099645,126.3988615,0
921,라임모텔,제주특별자치도 제주시 서광로25길 4-3,33.5003275,126.5242881,3
922,꿈의바다,제주특별자치도 제주시 애월읍 신엄9길 65-11,33.4769528,126.3659334,0
923,진모텔,제주특별자치도 서귀포시 중앙로47번길 7-1,33.2485234,126.560774,2
924,풀하우스호텔,제주특별자치도 제주시 서광로25길 4,33.5003275,126.5242881,3
925,초이호스텔제주,제주특별자치도 서귀포시 태평로335번길 11-1,33.246995,126.5585844,2
926,남산모텔,제주특별자치도 제주시 서광로2길 5-6,33.499347,126.5136082,3
927,타기모텔,제주특별자치도 제주시 중앙로5길 12,33.515181,126.5259712,3
928,호텔버킹검,제주특별자치도 제주시 삼무로9길 39,33.4901971,126.4948013,3
929,호호네미니호텔,제주특별자치도 제주시 중앙로2길 11,33.5166608,126.5236503,3
930,찰리호텔,제주특별자치도 제주시 서사로 128,33.5009447,126.5196492,3
931,기린모텔,제주특별자치도 제주시 산지로 1-4,33.5162077,126.5310362,3
932,휴모텔,제주특별자치도 제주시 서광로25길 8,33.5006331,126.5242066,3
933,이아호텔,제주특별자치도 서귀포시 중정로 36,33.2473206,126.5603045,2
934,호텔더레드,제주특별자치도 제주시 동광로6길 10,33.5010293,126.5319039,3
935,벨라유나,제주특별자치도 제주시 조천읍 신북로 621,33.5404303,126.6758249,3
936,소담여관,제주특별자치도 제주시 한림읍 한림로19길 7,33.4170974,126.2640773,0
937,호텔더단잠,제주특별자치도 제주시 은남3길 46,33.4875307,126.4911321,3
938,스타성모텔,제주특별자치도 서귀포시 중앙로71번길 15-4,33.2502396,126.5597995,2
939,한라모텔,제주특별자치도 제주시 한림읍 한림로3길 10-9,33.4138257,126.260539,0
940,글로벌모텔,제주특별자치도 제주시 중앙로1길 14-1,33.5161465,126.5262626,3
941,호텔모닝캄,제주특별자치도 제주시 원노형2길 21,33.4843849,126.4812215,3
942,휴 무인텔,제주특별자치도 제주시 애월읍 평화로 2519,33.4099645,126.3988615,0
943,사쿠라호텔,제주특별자치도 제주시 원노형6길 18,33.4846325,126.4827353,3
944,서사라호텔,제주특별자치도 제주시 서사로 99,33.5034493,126.5201759,3
945,록산모텔,제주특별자치도 서귀포시 중앙로47번길 11,33.2484585,126.5604693,2
946,쌈지모텔,제주특별자치도 제주시 서사로4길 15-1,33.5095659,126.5186996,3
947,한울드라이브인호텔,제주특별자치도 제주시 애월읍 하광로 540-12,33.4437888,126.4311474,3
948,프린스장모텔,제주특별자치도 서귀포시 성산읍 동류암로36번길 2,33.4493406,126.9169157,1
949,비양도모텔,제주특별자치도 제주시 한림읍 한림해안로 134,33.4147539,126.2612805,0
950,탑모텔,제주특별자치도 제주시 중앙로8길 5,33.5147135,126.5241892,3
951,캐피탈모텔,제주특별자치도 제주시 서광로2길 11-11,33.4991344,126.5139272,3
952,제주영성모텔,제주특별자치도 제주시 동문로10길 1,33.5129142,126.5314847,3
953,제주산올레모텔,제주특별자치도 제주시 서광로3길 1,33.5004374,126.5133432,3
954,사모아,제주특별자치도 제주시 임항로 16,33.5163165,126.5266128,3
955,해마루모텔,제주특별자치도 제주시 서광로 159,33.5003034,126.5136016,3
956,남강여관,제주특별자치도 서귀포시 대정읍 최남단해안로 5,33.2200086,126.2524265,0
957,모슬포2호텔,제주특별자치도 서귀포시 대정읍 최남단해안로30번길 13,33.2178071,126.2521152,0
958,월정여관,제주특별자치도 제주시 구좌읍 월정1길 66-3,33.5566189,126.7943028,1
959,글로리스테이,"제주특별자치도 제주시 서광로2길 11-1 2,3층",33.4991707,126.5132701,3
960,오렌지,제주특별자치도 제주시 광양2길 1,33.5008387,126.5277726,3
961,별관모텔,제주특별자치도 제주시 동문로 139,33.5137914,126.5413287,3
962,셀라모텔,제주특별자치도 서귀포시 솔동산로 9-3,33.244043,126.5645718,2
963,조아모텔,제주특별자치도 제주시 서광로2길 11-4,33.4987677,126.5131942,3
964,한두모텔,제주특별자치도 서귀포시 태평로335번길 21,33.2470246,126.5594262,2
965,퀸호텔,제주특별자치도 서귀포시 태평로353번길 22-19,33.245764,126.5614373,2
966,모텔준,제주특별자치도 제주시 서광로26길 8-12,33.4993705,126.5237932,3
967,상하이호텔,제주특별자치도 제주시 은남1길 32,33.489413,126.4925929,3
968,송원모텔,제주특별자치도 서귀포시 천지로 31,33.2503601,126.5604724,2
969,만금장,제주특별자치도 제주시 중앙로15길 6,33.5104849,126.5246173,3
970,미미여관,제주특별자치도 서귀포시 중정로91번길 12-1,33.2495306,126.5657762,2
971,힐링하우스,제주특별자치도 제주시 홍랑길 4-6,33.5002541,126.5238783,3
972,나인하우스,제주특별자치도 제주시 연동6길 5 제주1번가 더테라스,33.4849875,126.4903586,3
973,브라보,제주특별자치도 제주시 산지로 19,33.5152109,126.5296226,3
974,수모텔,제주특별자치도 제주시 광양8길 15,33.4996363,126.5279501,3
975,폭포장모텔,제주특별자치도 서귀포시 천지연로21번길 10,33.2410436,126.5638097,2
976,만복모텔,제주특별자치도 제주시 남성로 129-9,33.5096572,126.5190984,3
977,대정모텔,제주특별자치도 서귀포시 대정읍 상모인성로 276,33.2471656,126.2775201,0
978,너랑나랑게스트하우스,제주특별자치도 서귀포시 안덕면 화순해안로 40,33.2428528,126.332101,0
979,미르빌펜션&리조트,제주특별자치도 서귀포시 안덕면 사계로114번길 87,33.2460023,126.3060521,0
980,에코그린리조트,제주특별자치도 제주시 한림읍 귀덕6길 94,33.4307735,126.2899617,0
981,라임오렌지빌,제주특별자치도 서귀포시 칠십리로 332,33.2462086,126.5873228,2
982,풀빌라소랑,제주특별자치도 제주시 조천읍 곱은달남길 218,33.5026669,126.6713054,3
983,통나무파크,제주특별자치도 제주시 애월읍 도치돌길 293,33.4102422,126.3660337,0
984,엠스테이펜션,제주특별자치도 제주시 구좌읍 해맞이해안로 1481,33.5291668,126.8538817,1
985,편운산장,제주특별자치도 서귀포시 성산읍 서성일로 898-38,33.4374516,126.8751784,1
986,아르츠스파&풀빌라,제주특별자치도 제주시 구좌읍 해맞이해안로 2486-23,33.5291668,126.8538817,1
987,제이라움,제주특별자치도 서귀포시 대정읍 노을해안로 420,33.2568116,126.1997011,0
988,더갤러리펜션,제주특별자치도 제주시 조천읍 남조로 1717-24,33.42215,126.6753634,3
989,아침해변펜션,제주특별자치도 제주시 조천읍 조함해안로 76-9,33.5439418,126.6380689,3
990,보물섬,제주특별자치도 서귀포시 성산읍 한도로242번길 10-11,33.4663543,126.9315713,1
991,제주브릭스,제주특별자치도 서귀포시 태평로 121,33.247167,126.5510603,2
992,드라마2015풀빌라,제주특별자치도 제주시 애월읍 금성5길 42-15 3층,33.4478775,126.3012418,0
993,바다위에펜션,제주특별자치도 제주시 애월읍 일주서로 7219-1,33.4894019,126.419076,3
994,골든비치펜션,제주특별자치도 제주시 서해안로 486-3,33.5186252,126.49125,3
995,호랑호랑펜션,제주특별자치도 서귀포시 성산읍 일출로 86 D동,33.4542884,126.9242718,1
996,표선해비치펜션,"제주특별자치도 서귀포시 표선면 가마행남로 16-1 다미타운하우스 106,109,111동",33.3057187,126.8026626,1
997,은빌레펜션,제주특별자치도 서귀포시 남원읍 의귀리 794,33.3117075,126.7168645,2
998,뭉클펜션,제주특별자치도 제주시 조천읍 북촌북길 17-1,33.548133,126.6906193,3
999,제주에코스위츠,제주특별자치도 서귀포시 중문상로 207-13,33.2696393,126.4289254,0
1000,큐티파이호텔,제주특별자치도 제주시 애월읍 애월해안로 610,33.4778706,126.3688144,0
1001,부티크스테이스놉,제주특별자치도 서귀포시 예래해안로 17,33.2432264,126.3876102,0
1002,해뜨는성펜션,제주특별자치도 서귀포시 성산읍 한도로 267,33.4661446,126.9359092,1
1003,가시리유채꽃길펜션,제주특별자치도 서귀포시 표선면 녹산로 45,33.390274,126.732908,1
1004,제주봄스테이,제주특별자치도 서귀포시 검은여로130번길 68-16,33.2512773,126.5870201,2
1005,나인스파빌,제주특별자치도 제주시 애월읍 하광로 518,33.4621944,126.4227085,3
1006,홍스랜드,제주특별자치도 제주시 애월읍 어음13길 25-45,33.3981204,126.352168,0
1007,코코스펜션,제주특별자치도 제주시 한림읍 협재2길 26,33.3925125,126.24256,0
1008,제주담스파빌,제주특별자치도 제주시 한림읍 한림로 162,33.3989324,126.2421759,0
1009,비앤썬펜션,제주특별자치도 서귀포시 성산읍 환해장성로 929-7,33.4121987,126.9047711,1
1010,빈티지1950카페펜션,제주특별자치도 제주시 구좌읍 덕행로 175-42,33.5164517,126.782871,1
1011,해담은스파빌,제주특별자치도 서귀포시 안덕면 사계북로 157-15,33.2394018,126.3039897,0
1012,조유암펜션,제주특별자치도 서귀포시 안덕면 난드르로21번길 25,33.2338299,126.3669024,0
1013,끄라비펜션,제주특별자치도 서귀포시 토평로148번길 28,33.2819643,126.5917812,2
1014,제주올레돔펜션,제주특별자치도 서귀포시 성산읍 온평포구로54번길 54,33.3985583,126.8986343,1
1015,디오션힐,제주특별자치도 서귀포시 안덕면 사계북로 208,33.2355381,126.2966466,0
1016,뷰티플하우스,제주특별자치도 서귀포시 이어도로253번길 2,33.2437471,126.4467566,0
1017,나디아펜션,제주특별자치도 제주시 애월읍 애원로 74,33.4431304,126.3385993,0
1018,건축학개론펜션,제주특별자치도 서귀포시 성산읍 신풍하동로 224-33,33.3617848,126.8477299,1
1019,W오션펜션,제주특별자치도 서귀포시 대포로 32-4,33.2464178,126.4308947,0
1020,제주솔한옥펜션,제주특별자치도 제주시 애월읍 천덕로 399-92,33.4235532,126.341484,0
1021,마녀의언덕,제주특별자치도 서귀포시 예래해안로 203-1,33.2432264,126.3876102,0
1022,브라운캐빈,제주특별자치도 제주시 애월읍 소길남길 190-40,33.4169117,126.3756972,0
1023,솔펜션,제주특별자치도 제주시 구좌읍 해맞이해안로 2478,33.5291668,126.8538817,1
1024,해바라기펜션,제주특별자치도 서귀포시 표선면 일주동로6285번길 13-12,33.3056563,126.8003194,1
1025,더비비스제주,제주특별자치도 서귀포시 이어도로 760,33.240469,126.493008,2
1026,애월바다향기펜션,제주특별자치도 제주시 애월읍 일주서로 6847,33.466277,126.3511114,0
1027,보우힐리조트&펜션,제주특별자치도 서귀포시 대포연대로 50,33.2412852,126.4299298,0
1028,달토끼펜션,제주특별자치도 제주시 구좌읍 세평항로 45-11,33.5273357,126.8550887,1
1029,감귤향기힐링파크,제주특별자치도 제주시 한경면 두조로 307,33.3430426,126.2096635,0
1030,펜션연리,제주특별자치도 서귀포시 논짓물로48번길 3,33.2404109,126.3863939,0
1031,아모르하우스,제주특별자치도 제주시 구좌읍 해맞이해안로 2060-18,33.5291668,126.8538817,1
1032,제이앤클로이,제주특별자치도 서귀포시 대정읍 무릉중앙로 203,33.2694453,126.1994878,0
1033,중문통나무펜션&리조트,제주특별자치도 서귀포시 중산간서로594번길 7-8,33.2633327,126.4510473,0
1034,게우지코지펜션,제주특별자치도 서귀포시 보목포로 177,33.2421595,126.6100897,2
1035,마린포트리조트,제주특별자치도 서귀포시 이어도로 744,33.240469,126.493008,2
1036,지미안펜션,제주특별자치도 제주시 구좌읍 종달로1길 91-22,33.4958871,126.9055364,1
1037,제주아비앙또,제주특별자치도 서귀포시 성산읍 병문로 130,33.4592762,126.9012432,1
1038,제주파도소리펜션,제주특별자치도 제주시 구좌읍 해맞이해안로 1950,33.5291668,126.8538817,1
1039,제주팜파스펜션,제주특별자치도 제주시 조천읍 교래1길 41-12,33.4361058,126.6739309,3
1040,푸르다오션펜션,제주특별자치도 제주시 한림읍 월령3길 39-5,33.379157,126.2168274,0
1041,낭만제주펜션,제주특별자치도 제주시 도두5길 23,33.5047017,126.4723574,3
1042,돈내코펜션,제주특별자치도 서귀포시 돈내코로67번길 30,33.2961745,126.5872574,2
1043,한담풍경하우스,제주특별자치도 제주시 애월읍 애월로 6,33.4630969,126.3173357,0
1044,로그밸리펜션,제주특별자치도 제주시 애월읍 소길남길 190-19,33.4169117,126.3756972,0
1045,함덕서우재,제주특별자치도 제주시 조천읍 평사길 19,33.5437998,126.6739948,3
1046,쉬멍놀멍,제주특별자치도 제주시 한림읍 협재2길 30,33.3925015,126.2428009,0
1047,북촌플레이스,제주특별자치도 제주시 조천읍 일주동로 1437,33.5393114,126.6638893,3
1048,해와돌바라기 펜션,제주특별자치도 서귀포시 쇠소깍로 209,33.254188,126.6213171,2
1049,이루다펜션,제주특별자치도 서귀포시 대정읍 평화로 225,33.2611736,126.2910361,0
1050,스타하우스,제주특별자치도 제주시 애월읍 하광로 540-66,33.4411527,126.4288763,3
1051,큰엉해올레펜션,제주특별자치도 서귀포시 남원읍 태위로510번길 31-8,33.2720576,126.7001146,2
1052,오션하우스,제주특별자치도 서귀포시 안덕면 사계남로216번길 42,33.2347618,126.3100431,0
1053,쥬디스펜션,제주특별자치도 제주시 현사안길 40,33.4965477,126.4507695,3
1054,고내1101,제주특별자치도 제주시 애월읍 애월해안로 246,33.4782235,126.3665625,0
1055,제주다모르,제주특별자치도 서귀포시 성산읍 오조로 149-33,33.4648822,126.910567,1
1056,솔라시도펜션,제주특별자치도 서귀포시 막숙포로 83,33.2343512,126.5134198,2
1057,화이트캐슬펜션,제주특별자치도 서귀포시 이어도로 1060,33.2456917,126.5241798,2
1058,성산해맞이펜션,제주특별자치도 서귀포시 성산읍 한도로242번길 10-9,33.4662562,126.9322212,1
1059,월령코지펜션,제주특별자치도 제주시 한림읍 월령3길 39-22,33.380458,126.2155168,0
1060,뽀요요펜션카페,제주특별자치도 제주시 우도면 우도해안길 128,33.4942494,126.9467981,1
1061,올레하우스펜션 본관,제주특별자치도 서귀포시 안덕면 사계북로41번길 188-14,33.2450192,126.2983614,0
1062,제주펜션오다,제주특별자치도 제주시 서해안로 452,33.51774,126.4878545,3
1063,해모랏펜션,제주특별자치도 서귀포시 성산읍 환해장성로 803,33.4121987,126.9047711,1
1064,더썸펜션,제주특별자치도 서귀포시 성산읍 난고로42번길 110,33.4433216,126.9065691,1
1065,늘바다통나무펜션,제주특별자치도 서귀포시 안덕면 대평로 38,33.237247,126.3636731,0
1066,646미터퍼세크,"제주특별자치도 제주시 한경면 일주서로 4469 1,2,3층",33.3414039,126.1898997,0
1067,노인과바다펜션,제주특별자치도 서귀포시 남원읍 남태해안로 11-12,33.275126,126.7100827,2
1068,조이랜드,제주특별자치도 제주시 애월읍 애원로 116-5,33.4547384,126.3251781,0
1069,씨에나펜션,제주특별자치도 서귀포시 예래로 267,33.2421162,126.3858015,0
1070,달빛바다펜션,제주특별자치도 제주시 어영길 64-12,33.5182347,126.4960844,3
1071,보름펜션,제주특별자치도 서귀포시 대정읍 상모와우로 64-8,33.2232473,126.2746649,0
1072,귤한가,제주특별자치도 제주시 한림읍 명월성로 234-1,33.3768233,126.2607583,0
1073,라비아펜션,제주특별자치도 서귀포시 일주서로43번길 8-2,33.2514296,126.5041685,2
1074,제주삼다호스텔펜션,제주특별자치도 제주시 서해안로 456-6,33.5179776,126.488268,3
1075,제주올레로,제주특별자치도 제주시 일주서로 7335-1,33.4937504,126.4300165,3
1076,플라이진하우스,제주특별자치도 제주시 구좌읍 김녕항1길 22,33.5571253,126.7452787,1
1077,해변산책,제주특별자치도 제주시 애월읍 곽지9길 7,33.4519929,126.308092,0
1078,바다풍경펜션,제주특별자치도 제주시 애월읍 애월해안로 923,33.4839152,126.3939136,0
1079,바다그리기,제주특별자치도 제주시 한림읍 옹포2길 16,33.399358,126.2500953,0
1080,룸엣155,제주특별자치도 서귀포시 남원읍 태신해안로 245-8,33.3005878,126.7674646,1
1081,바닷가하우스펜션,제주특별자치도 서귀포시 대정읍 형제해안로 254,33.2122165,126.2921599,0
1082,타워펜션,제주특별자치도 제주시 용두암길 2,33.5145621,126.5109318,3
1083,그랑빌펜션,제주특별자치도 서귀포시 중문관광로 17,33.25639,126.4151672,0
1084,밧돌펜션하우스,제주특별자치도 제주시 구좌읍 비자림로 1771,33.467852,126.7724183,1
1085,제주행복스케치펜션,제주특별자치도 서귀포시 예래로68번길 44-31,33.2587944,126.4014961,0
1086,성산우리집펜션,제주특별자치도 서귀포시 성산읍 한도로255번길 9,33.467061,126.9350063,1
1087,제주그린나래,제주특별자치도 서귀포시 성산읍 서성일로 615,33.4278422,126.8508998,1
1088,웨스티하우스,제주특별자치도 서귀포시 안덕면 일주서로1488번길 9,33.260905,126.3568076,0
1089,소담펜션,제주특별자치도 서귀포시 막숙포로 146,33.2359288,126.513206,2
1090,두리안펜션,제주특별자치도 서귀포시 남원읍 태위로 551-3,33.2759215,126.7057667,2
1091,제주애월풀빌라,제주특별자치도 제주시 애월읍 중산간서로 5409 1층,33.4470046,126.3747347,0
1092,서문레지던스,제주특별자치도 제주시 서문로4길 16-8,33.5104636,126.5175467,3
1093,애월해안누리펜션,제주특별자치도 제주시 애월읍 애월해안로 298 B동,33.4704594,126.3416719,0
1094,별빛두방울펜션,제주특별자치도 제주시 한림읍 협재10길 33-6,33.3983225,126.2470561,0
1095,반하크라펜션,제주특별자치도 제주시 명림로 61,33.4629574,126.6161368,3
1096,캠프해리,제주특별자치도 제주시 구좌읍 세송로 623-1,33.4998219,126.8364269,1
1097,오렌지슈가펜션,제주특별자치도 제주시 애월읍 신상로 258,33.4494851,126.366594,0
1098,삼일삼오,제주특별자치도 제주시 구좌읍 해맞이해안로 1542-4,33.5291668,126.8538817,1
1099,자멍펜션,제주특별자치도 제주시 구좌읍 해맞이해안로 2286-2,33.5291668,126.8538817,1
1100,루나마르풀리조트,제주특별자치도 제주시 구좌읍 월정1길 34,33.5562274,126.793166,1
1101,보롬코지펜션,제주특별자치도 제주시 구좌읍 해맞이해안로 402,33.5291668,126.8538817,1
1102,소울펜션,제주특별자치도 서귀포시 예래로 210-6,33.2452714,126.3912767,0
1103,풀스토리풀빌라,제주특별자치도 제주시 구좌읍 월정중길 12,33.558165,126.7931872,1
1104,벨루가,제주특별자치도 서귀포시 대정읍 영락하동로85번길 41-1,33.2520487,126.2025572,0
1105,허브인휴양펜션,제주특별자치도 제주시 한림읍 귀덕6길 92-17,33.4356437,126.2902931,0
1106,씨에코비치,제주특별자치도 제주시 조천읍 신흥관전길 89-5,33.5481907,126.6472622,3
1107,제주다온재,제주특별자치도 서귀포시 성산읍 산성효자로114번길 125-10,33.4521356,126.9044579,1
1108,세도나중문풀빌라,제주특별자치도 서귀포시 색달중앙로121번길 77,33.2647931,126.4082394,0
1109,대정펜션,제주특별자치도 서귀포시 대정읍 하모백사로 29,33.2146551,126.2592212,0
1110,고스트하우스,제주특별자치도 제주시 애월읍 부룡수길 35-12,33.4749472,126.3553798,0
1111,서귀포귤림성,제주특별자치도 서귀포시 일주동로 8941,33.2504829,126.5367012,2
1112,금단영펜션,제주특별자치도 제주시 한경면 일주서로 4466,33.3414039,126.1898997,0
1113,섯동네펜션,제주특별자치도 제주시 구좌읍 월정중길 55,33.558165,126.7931872,1
1114,팜스빌리지,제주특별자치도 제주시 한림읍 귀덕7길 17 1~3층,33.4430396,126.2848544,0
1115,우도피아펜션,제주특별자치도 제주시 우도면 영일진사길 51-40,33.5063957,126.9604218,1
1116,제주빌레성통나무휴양펜션,제주특별자치도 서귀포시 성산읍 온평포구로 42,33.4016122,126.8994391,1
1117,스테이빌펜션,제주특별자치도 서귀포시 태평로92번길 22,33.2419086,126.5321557,2
1118,산방산에펜션,제주특별자치도 서귀포시 안덕면 사계북로41번길 151,33.2463108,126.2970216,0
1119,초록마을펜션,제주특별자치도 제주시 조천읍 와흘로 372,33.4731044,126.6449005,3
1120,바다아리,제주특별자치도 제주시 한림읍 한림로 361,33.3953897,126.2422086,0
1121,카스빌리지,제주특별자치도 제주시 한림읍 협재남2길 105-24,33.3781756,126.2447681,0
1122,제주가좋아서,제주특별자치도 제주시 구좌읍 비자림로 1569,33.467852,126.7724183,1
1123,제니빌펜션,제주특별자치도 서귀포시 남원읍 태위로 604-15,33.2764638,126.7124943,2
1124,스테리나잇제주펜션,제주특별자치도 제주시 애월읍 애월로 37,33.4630969,126.3173357,0
1125,선양빌리지돔,제주특별자치도 제주시 조천읍 와흘로 350,33.4745476,126.6437279,3
1126,미소가펜션,제주특별자치도 서귀포시 남원읍 태위로44번길 2-1,33.2738854,126.6532488,2
1127,다몰펜션,제주특별자치도 제주시 조천읍 함덕27길 32-8,33.5420322,126.6726878,3
1128,블루마운틴커피랜드&리조트,제주특별자치도 서귀포시 성산읍 중산간동로 4255,33.4119114,126.8416603,1
1129,키아오라리조트,제주특별자치도 서귀포시 성산읍 난고로42번길 3,33.4342204,126.9050229,1
1130,비치펜션,제주특별자치도 제주시 애월읍 애월해안로 384-12,33.471894,126.3495201,0
1131,레드클레이펜션,제주특별자치도 제주시 애월읍 신상로 266,33.4561281,126.3655302,0
1132,엔게디하우스,제주특별자치도 제주시 한림읍 협재3길 9,33.3983745,126.2444051,0
1133,금오름가는길,제주특별자치도 제주시 한림읍 한창로 1244-9,33.3497668,126.3055719,0
1134,돌담에꽃머무는집,제주특별자치도 서귀포시 안덕면 대평로 46,33.237762,126.362801,0
1135,제주혼디펜션,제주특별자치도 제주시 애월읍 신엄안3길 20,33.4742823,126.3646948,0
1136,성산아침노을펜션,제주특별자치도 서귀포시 성산읍 한도로255번길 14-1,33.4667192,126.9350943,1
1137,산방산탄산온천펜션,제주특별자치도 서귀포시 안덕면 사계북로41번길 192,33.2481936,126.2989561,0
1138,랑데뷰펜션,제주특별자치도 제주시 애월읍 애월해안로 470,33.4774578,126.3547689,0
1139,바다랑파도랑펜션,제주특별자치도 서귀포시 남원읍 태위로 594-10,33.280681,126.707391,2
1140,위미향펜션,제주특별자치도 서귀포시 남원읍 위미중앙로246번길 10,33.2718048,126.6693167,2
1141,귤낭하우스,제주특별자치도 서귀포시 이어도로 1028-12 D동,33.2433387,126.5219919,2
1142,코이노니아펜션,제주특별자치도 제주시 한림읍 금능6길 19,33.3886234,126.2312724,0
1143,서귀포 탐라도다펜션,제주특별자치도 서귀포시 안덕면 신화역사로682번길 17,33.3066927,126.3380858,0
1144,여누스테이,제주특별자치도 제주시 조천읍 남조로 1842 1~3층,33.4845921,126.6554822,3
1145,로그맨하우스,제주특별자치도 제주시 애월읍 소길남길 179,33.4192072,126.3757791,0
1146,제주무지개하우스,제주특별자치도 제주시 조천읍 평사길 8-6,33.5432186,126.6731025,3
1147,비울채울펜션,제주특별자치도 서귀포시 검은여로130번길 73,33.2493403,126.5895826,2
1148,유명펜션,제주특별자치도 서귀포시 표선면 일주동로 5756-39,33.3375159,126.8357825,1
1149,푸르미르,제주특별자치도 서귀포시 성산읍 한도로 207,33.467855,126.9239401,1
1150,풀스테이바르,제주특별자치도 제주시 구좌읍 해맞이해안로 1248,33.5291668,126.8538817,1
1151,커먼스테이,제주특별자치도 서귀포시 안덕면 대평로 21,33.2363801,126.3646237,0
1152,누가빌리지펜션,제주특별자치도 서귀포시 산록남로 2704,33.2967775,126.5733036,2
1153,뜨레피아펜션,제주특별자치도 서귀포시 월평하원로 111,33.2493289,126.4589332,0
1154,CS빌리지,제주특별자치도 제주시 애월읍 애월해안로 532-7,33.4784515,126.3603637,0
1155,소풍이야기펜션,제주특별자치도 제주시 애월읍 애월해안로 832,33.4782235,126.3665625,0
1156,스테이아하,제주특별자치도 제주시 한림읍 옹포남2길 43,33.400389,126.2552591,0
1157,비자림힐링펜션,제주특별자치도 제주시 구좌읍 다랑쉬북로 68-35,33.4845806,126.8321006,1
1158,젠틀리조트,제주특별자치도 제주시 한경면 일주서로 4010-2,33.3414039,126.1898997,0
1159,파라펜션,제주특별자치도 제주시 애월읍 애월해안로 748,33.4782235,126.3665625,0
1160,춤추는달,제주특별자치도 서귀포시 중문상로 230-6,33.2678259,126.4312514,0
1161,설렘펜션,제주특별자치도 제주시 애월읍 곽지9길 9,33.4516873,126.3076611,0
1162,포에마,제주특별자치도 제주시 한림읍 명월로 13,33.3805815,126.2726896,0
1163,중문올레펜션,제주특별자치도 서귀포시 안덕면 한밭로 61,33.2471067,126.354249,0
1164,오션베스트빌,제주특별자치도 제주시 조천읍 조함해안로 221,33.5530886,126.6447555,3
1165,곶자왈거문오름펜션,제주특별자치도 제주시 조천읍 선교로 371-10,33.472431,126.7090194,1
1166,예뜰,제주특별자치도 서귀포시 남원읍 하례로 379,33.28072,126.6217264,2
1167,시재시재,제주특별자치도 제주시 한경면 조수2길 25,33.3324683,126.2311173,0
1168,수펜션,제주특별자치도 서귀포시 안덕면 소기왓로 81-19,33.2415837,126.3680084,0
1169,제주힐링리조트,제주특별자치도 제주시 한림읍 금악서길 11,33.362018,126.292781,0
1170,제주삼양2022펜션,제주특별자치도 제주시 설촌로 13,33.5221806,126.5816862,3
1171,해미안,제주특별자치도 제주시 일주서로 7353,33.4938008,126.4322214,3
1172,비자림리조트,제주특별자치도 제주시 구좌읍 충렬로 141-1,33.5108743,126.8475292,1
1173,유러하우스펜션,제주특별자치도 서귀포시 막숙포로 136,33.2318082,126.50878,2
1174,추자도에코하우스펜션,제주특별자치도 제주시 추자면 추자로 657,33.9530197,126.3158619,3
1175,앙크레펜션,제주특별자치도 서귀포시 법환로58번길 39,33.2420512,126.5099011,2
1176,리조트 산수휴,제주특별자치도 제주시 1100로 3049,33.4561511,126.48637,3
1177,달비치펜션,제주특별자치도 제주시 구좌읍 해맞이해안로 474,33.5291668,126.8538817,1
1178,써니펜션,제주특별자치도 제주시 구좌읍 해맞이해안로 2228,33.5291668,126.8538817,1
1179,오름풍경펜션,제주특별자치도 서귀포시 안덕면 일주서로 1438,33.2562006,126.3351463,0
1180,하얀언덕,제주특별자치도 서귀포시 표선면 민속해안로 351,33.3114774,126.8340326,1
1181,스테이산타루치아,제주특별자치도 제주시 구좌읍 해맞이해안로 586,33.5291668,126.8538817,1
1182,하얀별펜션,제주특별자치도 제주시 애월읍 일주서로 6845,33.466277,126.3511114,0
1183,해마지펜션,제주특별자치도 서귀포시 성산읍 일주동로 5431,33.416346,126.889907,1
1184,해뜨는집펜션,제주특별자치도 서귀포시 성산읍 한도로 137,33.4691031,126.9225826,1
1185,하늘타리펜션,제주특별자치도 제주시 연대마을길 59,33.4938535,126.4245732,3
1186,마가렛펜션,제주특별자치도 서귀포시 예래로68번길 11-16,33.2555451,126.3978574,0
1187,제주늘보의오후,제주특별자치도 제주시 한경면 한경해안로 176,33.3328723,126.1697983,0
1188,외돌개나라펜션,제주특별자치도 서귀포시 남성로 122,33.2420328,126.5533987,2
1189,바위섬펜션,제주특별자치도 제주시 용담로7길 24,33.5145611,126.5106982,3
1190,지금여기에,제주특별자치도 제주시 한림읍 금능길 79,33.3881374,126.2294884,0
1191,메이플해피하우스,제주특별자치도 제주시 한림읍 명월로 108,33.383937,126.2675522,0
