,카페명,별점,별점갯수,insta,Naver_review,Naver_rate
224,화성식당,3.9,75,"2,134","['방문자리뷰 522', '블로그리뷰 325', '접짝뼈국', '갈치국', '각재기국', '소주']",4.41
225,해월정서귀포점,4.6,240,"2,219","['방문자리뷰 1,319', '블로그리뷰 562']",4.36
226,하하호호우도본점,4.0,145,29,a,0.0
227,어조횟집,4.1,54,"2,335","['방문자리뷰 572', '블로그리뷰 414']",4.4
228,올레마당,4.4,115,"1,337","['방문자리뷰 2,624', '블로그리뷰 475', '모듬 생선구이 1人', '전복뚝배기', '전복죽', '전복성게미역국']",4.7
229,서광보말칼국수,3.8,71,"11,061","['방문자리뷰 835', '블로그리뷰 404']",4.25
230,두툼한고기돈돼지,4.7,203,"1,130","['방문자리뷰 527', '블로그리뷰 383', '흑돼지 오겹살(200g)1인분', '흑돼지 목살(200g)1인분', '백돼지 오겹살(200g)1인분', '백돼지 목살(200g)1인분']",4.6
231,올레삼다정,4.4,124,"1,774","['방문자리뷰 880', '블로그리뷰 783', '💯통갈치구이.조림SET (소) - 2인기준', '💯왕특대 통갈치구이 (1일10개한정)', '💯통갈치구이 (중)', '💯고등어조림 (소)']",4.66
232,중문그때그집,4.9,321,563,"['방문자리뷰 948', '블로그리뷰 1,065']",4.76
233,어박사한림본점,4.6,244,13,"['방문자리뷰 1,481', '블로그리뷰 1,112']",4.55
234,임순이네,4.5,88,"1,044","['방문자리뷰 667', '블로그리뷰 306', '제주 몸국', '고사리 육개장', '고기국수', '돈육숙주볶음']",4.62
235,칠돈가제주공항직영점,3.8,49,28,"['방문자리뷰 659', '블로그리뷰 224', '제주흑돼지 근고기 600g', '김치찌개', '칠돈가 근고기 600g', '냉면']",4.51
236,천리식당천리민박,4.4,50,0,"['방문자리뷰 321', '블로그리뷰 247', '갈치조림(소)', '갈치조림(대)', '양념갈치구이(흑돼지제육반찬포함)', '양념옥돔구이(흑돼지제육반찬포함)']",4.43
237,꽃가람,4.0,69,"6,392","['방문자리뷰 1,143', '블로그리뷰 661']",4.52
238,요기소바본점,4.2,52,0,"['방문자리뷰 289', '블로그리뷰 129', '메뉴판 전체보기']",4.35
239,용담밭담,4.7,223,929,"['방문자리뷰 877', '블로그리뷰 455']",4.63
240,제주오누이,4.3,85,"3,711",a,0.0
241,성산흑돼지두루치기,4.1,69,"1,452","['방문자리뷰 553', '블로그리뷰 449']",4.49
242,삼다도횟집본점,3.8,32,401,"['방문자리뷰 422', '블로그리뷰 577']",4.39
243,귤품은흑돼지제주공항점,4.5,249,0,"['방문자리뷰 1,753', '블로그리뷰 569']",4.58
244,원조마라도짜장면집,4.3,172,452,"['방문자리뷰 1,135', '해물짜장면', '해물짬뽕', '탕수육']",4.21
245,돈사돈월정점,4.0,110,582,"['방문자리뷰 719', '블로그리뷰 378', '흑돼지 근고기 (600g)', '흑돼지 근고기 (800g)', '김치찌개']",0.0
246,동복뚝배기,4.5,49,"3,151","['방문자리뷰 718', '블로그리뷰 644']",4.59
247,오전열한시,3.8,58,"13,813","['방문자리뷰 1,036', '블로그리뷰 988', '메뉴판 전체보기']",4.48
248,회춘,3.9,86,"39,201",a,0.0
249,종달수다뜰,4.0,114,"4,013","['방문자리뷰 918', '블로그리뷰 841']",4.38
250,애월연어,4.6,84,"3,637",a,0.0
251,교래흑돼지본점,4.4,105,357,"['방문자리뷰 501', '블로그리뷰 198']",4.61
252,바로족발보쌈,4.5,50,607,"['방문자리뷰 392', '블로그리뷰 212']",4.43
253,도민상회,4.6,196,"20,135",a,0.0
254,뜰에,4.2,116,"13,322",a,0.0
255,제일수산횟집,4.5,87,979,"['방문자리뷰 211', '블로그리뷰 247', '활고등어회 특大', '활고등어회 大', '활고등어회 中', '활고등어회 小']",4.44
256,삼대전통고기국수,3.9,35,200,"['방문자리뷰 154', '블로그리뷰 1', '고기국수', '고기국밥', '비빔국수', '냉국수']",4.23
257,대춘해장국노형점,4.8,75,147,"['방문자리뷰 799', '블로그리뷰 226', '해장국', '내장탕']",4.48
258,장모식탁,4.5,54,"1,023","['방문자리뷰 867', '블로그리뷰 547']",4.59
259,수영밥상본점,4.7,102,19,"['방문자리뷰 294', '블로그리뷰 194']",4.69
260,탐라가든,3.8,41,"1,067","['방문자리뷰 529', '블로그리뷰 220', '흑오겹살(180g)', '냉면', '생갈비', '돼지양념갈비']",4.4
261,달이뜨는식탁,4.8,367,"28,202","['방문자리뷰 994', '블로그리뷰 651']",4.63
262,맨도롱해장국,3.7,109,685,"['방문자리뷰 757', '블로그리뷰 254', '겡이국', '몸국', '보말국', '보말칼국수']",4.39
263,섬소나이,4.3,120,"21,677","['방문자리뷰 1,865', '블로그리뷰 1,654']",4.59
264,제주선채향,4.8,292,"1,168","['방문자리뷰 1,206', '블로그리뷰 440', '전복 칼국수', '전복회', '전복죽']",4.66
265,흑돼지제주정,4.6,50,"1,606","['방문자리뷰 1,064', '블로그리뷰 2,536']",4.67
266,참맛나김밥,3.7,68,"2,671","['방문자리뷰 744', '블로그리뷰 381', '열무국수', '멸추김밥', '햄김밥', '참치김밥']",4.43
267,그리운바다성산포,3.9,114,"7,180","['방문자리뷰 1,213', '블로그리뷰 543']",4.54
268,담다,3.8,50,"52,613",a,0.0
269,희야국수,4.4,63,506,"['방문자리뷰 344', '블로그리뷰 185', '고기국수', '멸치국수', '비빔국수', '멸치고기국수']",4.55
270,까망돼지서귀포점,4.3,40,"1,379","['방문자리뷰 2,685', '블로그리뷰 729', '제주흑돼지 600g', '제주흑돼지 추가 300g', '진짜생갈비600g', '진짜생갈비 300g']",4.67
271,중문신라원,3.5,25,"1,144","['방문자리뷰 947', '블로그리뷰 921', '말고기코스정식(1인)', '말사시미(200g)', '말고기육회(200g)', '흑돼지오겹&목살정식(2인)']",4.38
272,스시도모다찌칠성점,4.5,96,316,"['방문자리뷰 815', '블로그리뷰 240']",4.5
273,오멍가멍흑돼지본점,4.1,67,5,"['방문자리뷰 1,267', '블로그리뷰 870']",4.64
274,흑본오겹함덕점,4.4,72,251,"['방문자리뷰 948', '블로그리뷰 651']",4.62
275,선흘방주할머니식당,4.5,74,860,"['방문자리뷰 743', '블로그리뷰 370', '검정콩국수', '고사리 비빔밥', '흑돼지보쌈', '도토리부침개']",4.45
276,모메존흑돼지,4.2,232,"1,113","['방문자리뷰 600', '블로그리뷰 642', '메뉴판 전체보기']",0.0
277,스시권,4.4,296,"1,136","['방문자리뷰 362', '블로그리뷰 235', '사시미 오마카세 (권영조총괄쉐프의 메인요리)', '스페셜초밥 (11P)', 'VIP 초밥 (12P)', '스페셜세트']",4.33
278,영빈횟집,4.2,43,"1,332","['방문자리뷰 1,043', '블로그리뷰 1,102']",4.86
279,용두암오메기떡,4.0,39,640,a,0.0
280,다미진횟집,4.7,253,"1,587","['방문자리뷰 1,024', '블로그리뷰 1,666', '모듬회코스(4인)', '특+모듬회코스(4인)', '구문쟁이(1kg당)', '다금바리(1kg당)']",4.84
281,수복강녕,4.8,78,"2,950","['방문자리뷰 359', '블로그리뷰 313', '돼지떡갈비 정식', '한우 떡갈비 정식', '소주/맥주', '음료']",4.71
282,오가네전복설렁탕함덕점,4.4,190,334,"['방문자리뷰 1,880', '블로그리뷰 562']",4.6
283,천돈가,4.1,208,"3,950","['방문자리뷰 1,845', '블로그리뷰 1,457', '메뉴판 전체보기']",4.77
284,운산식당,4.4,77,888,a,0.0
285,만지식당,4.3,82,"5,221","['방문자리뷰 277', '블로그리뷰 428']",4.43
286,한라축산정육식당,3.6,27,"2,340",a,0.0
287,마마무말가든,4.4,33,353,"['방문자리뷰 408', '블로그리뷰 293', '메뉴판 전체보기']",4.58
288,용꽈배기,4.3,51,"3,925","['방문자리뷰 552', '블로그리뷰 206']",4.45
289,고미,4.2,37,"31,970","['방문자리뷰 191', '블로그리뷰 452', '특 대 모듬스페셜 (4~5인)', '특 중 모듬스페셜 (3~4인)', '벵어돔', '구문쟁이']",4.38
290,성읍칠십리식당,3.5,39,"3,384","['방문자리뷰 895', '블로그리뷰 680']",4.33
291,한라산아래첫마을,4.3,89,"6,151",a,0.0
292,연리지가든,3.6,41,"1,358","['방문자리뷰 261', '블로그리뷰 135', '고기1인분', '정육 (2인분)500g']",4.36
293,돌하르방식당본점,4.3,35,0,a,0.0
294,연탄과친한돼지,3.7,46,570,"['방문자리뷰 884', '블로그리뷰 451', '흑돼지 근고기 2인', '근고기']",4.79
295,함쉐프키친,4.1,92,"4,165","['방문자리뷰 710', '블로그리뷰 478']",4.47
296,갈치공장,4.9,130,"1,238","['방문자리뷰 801', '블로그리뷰 246', '갈치조림', '전복구이', '제주은갈치 통구이', '전복뚝배기']",4.71
297,청파식당횟집,4.6,142,"1,420","['방문자리뷰 751', '블로그리뷰 312', '활고등어회', '활어회', '전복구이', '우럭매운탕']",4.7
298,해비치호텔앤리조트제주이디,5.0,2,0,a,0.0
299,캠퍼트리호텔앤리조트더뷰,5.0,2,0,a,0.0
300,황가네뚝배기,3.9,8,56,"['방문자리뷰 180', '블로그리뷰 141']",4.19
301,씨에스호텔씨에스다이닝,5.0,1,0,a,0.0
302,포도호텔레스토랑,3.8,24,890,"['방문자리뷰 79', '블로그리뷰 248', '메뉴판 전체보기']",4.73
303,씨에스호텔카노푸스다이닝,4.3,14,0,"['방문자리뷰 201', '블로그리뷰 162']",4.38
